no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,income_to_loan_ratio,total_assets
4,0,0,400000,1400000,18,827,-100000,0,900000,600000,0.2857142857142857,800000
2,1,1,3800000,15000000,14,730,10800000,2900000,10700000,3600000,0.25333333333333335,24400000
4,1,0,2800000,10800000,2,841,700000,2600000,7100000,4100000,0.25925925925925924,10400000
2,0,0,3000000,6500000,4,476,7900000,300000,9400000,1500000,0.46153846153846156,17600000
5,0,0,1800000,6000000,4,548,1400000,2400000,6500000,2600000,0.3,10300000
5,1,1,1000000,2400000,18,613,1600000,1300000,2600000,600000,0.4166666666666667,5500000
2,1,1,5900000,15800000,2,444,14300000,4300000,20300000,5500000,0.37341772151898733,38900000
3,0,0,3900000,14100000,16,496,2500000,2200000,13700000,2900000,0.2765957446808511,18400000
0,0,0,5200000,13400000,2,505,12000000,7900000,20400000,6200000,0.3880597014925373,40300000
5,0,1,6100000,22500000,6,776,17600000,9900000,13800000,4800000,0.27111111111111114,41300000
2,0,0,6600000,23200000,16,555,9900000,6500000,23300000,3300000,0.28448275862068967,39700000
5,1,1,9800000,24200000,20,382,12400000,8200000,29400000,5000000,0.4049586776859504,50000000
5,0,0,5600000,18400000,8,386,11300000,6700000,11300000,5600000,0.30434782608695654,29300000
3,0,1,3100000,11200000,14,772,3400000,5800000,8300000,2100000,0.2767857142857143,17500000
3,0,1,9500000,32500000,14,581,2800000,14300000,36000000,4700000,0.2923076923076923,53100000
3,1,0,3100000,9800000,12,820,6400000,5200000,10900000,4400000,0.3163265306122449,22500000
0,1,1,700000,2000000,18,650,400000,1300000,2800000,500000,0.35,4500000
2,0,0,6800000,21200000,16,439,17100000,4700000,23300000,3600000,0.32075471698113206,45100000
0,1,1,4000000,10300000,4,819,11100000,1200000,15200000,2600000,0.3883495145631068,27500000
0,0,0,4300000,9900000,4,696,12400000,2100000,17000000,2100000,0.43434343434343436,31500000
0,0,1,9200000,29400000,2,868,9200000,13800000,32000000,5300000,0.3129251700680272,55000000
3,0,0,9800000,21000000,12,342,25400000,16600000,26900000,7000000,0.4666666666666667,68900000
0,0,1,6000000,23900000,4,394,6700000,5800000,21900000,4500000,0.2510460251046025,34400000
2,0,0,9700000,19900000,16,395,2800000,13700000,37000000,10800000,0.48743718592964824,53500000
2,0,0,700000,2000000,8,806,1900000,1100000,2200000,400000,0.35,5200000
1,0,0,2000000,5000000,6,876,500000,2900000,5800000,1500000,0.4,9200000
4,0,1,2700000,5400000,6,861,6300000,2400000,6700000,2700000,0.5,15400000
0,1,0,4600000,12600000,16,574,3400000,6200000,15100000,3600000,0.36507936507936506,24700000
1,1,1,8300000,26300000,20,530,22800000,11000000,33200000,8000000,0.3155893536121673,67000000
3,0,0,9600000,34500000,20,523,26100000,2600000,24300000,5300000,0.2782608695652174,53000000
5,1,0,1300000,4800000,4,346,3200000,1600000,3400000,1600000,0.2708333333333333,8200000
0,1,0,6300000,19600000,6,425,15900000,10400000,13300000,5900000,0.32142857142857145,39600000
2,0,0,4800000,13200000,2,583,13700000,5800000,9500000,5200000,0.36363636363636365,29000000
4,1,1,1200000,2800000,6,366,3300000,300000,4200000,1400000,0.42857142857142855,7800000
2,1,1,3700000,13900000,2,405,5900000,3200000,9100000,5500000,0.26618705035971224,18200000
3,1,0,3300000,9300000,12,324,5300000,2600000,7500000,2000000,0.3548387096774194,15400000
4,1,0,800000,2800000,12,453,1500000,300000,2900000,600000,0.2857142857142857,4700000
3,0,0,900000,2800000,10,560,2700000,300000,1900000,1300000,0.32142857142857145,4900000
0,1,0,7500000,28700000,2,895,2000000,4100000,21500000,7200000,0.2613240418118467,27600000
0,0,1,5200000,15700000,6,692,3800000,7000000,12800000,5500000,0.33121019108280253,23600000
2,0,1,9400000,24800000,14,513,24200000,18200000,37200000,7500000,0.3790322580645161,79600000
1,1,1,5300000,14600000,20,508,11200000,2800000,17000000,4600000,0.363013698630137,31000000
1,0,1,8000000,30600000,14,302,12700000,13100000,23900000,6800000,0.26143790849673204,49700000
2,0,0,1800000,4700000,8,792,4500000,1200000,4100000,2200000,0.3829787234042553,9800000
0,0,1,2600000,7500000,2,853,4200000,3900000,9600000,1400000,0.3466666666666667,17700000
3,0,1,800000,2500000,20,395,1500000,300000,1600000,500000,0.32,3400000
2,0,0,5700000,12000000,6,363,3600000,7400000,21700000,4300000,0.475,32700000
4,0,0,5800000,13500000,14,816,13800000,9300000,20400000,7900000,0.42962962962962964,43500000
3,1,0,6100000,14800000,10,492,6700000,3500000,17900000,6100000,0.41216216216216217,28100000
3,0,0,200000,600000,16,821,400000,100000,500000,100000,0.3333333333333333,1000000
2,0,1,5000000,15900000,16,699,8800000,5900000,18100000,7200000,0.31446540880503143,32800000
2,1,1,4900000,13800000,2,586,9900000,1400000,9900000,7000000,0.35507246376811596,21200000
1,0,0,1600000,5400000,4,319,4200000,2200000,4200000,1600000,0.2962962962962963,10600000
1,0,0,4700000,14000000,2,411,4600000,5100000,10600000,3700000,0.3357142857142857,20300000
2,1,0,8900000,23100000,4,519,22800000,500000,25200000,4700000,0.3852813852813853,48500000
0,0,0,8300000,19400000,18,649,2500000,16100000,24300000,11300000,0.42783505154639173,42900000
1,1,0,4900000,12500000,2,636,14200000,6400000,13900000,5000000,0.392,34500000
1,1,1,800000,1600000,10,436,700000,200000,2200000,1000000,0.5,3100000
1,1,0,2200000,5000000,2,755,1100000,2500000,6700000,3200000,0.44,10300000
0,0,0,600000,1700000,2,621,400000,400000,2000000,200000,0.35294117647058826,2800000
0,0,0,9700000,31600000,18,607,24300000,7900000,32400000,7500000,0.3069620253164557,64600000
4,0,0,8700000,19800000,14,715,13500000,13400000,32000000,8500000,0.4393939393939394,58900000
3,1,0,8800000,30700000,12,707,15000000,100000,32800000,8000000,0.28664495114006516,47900000
2,0,0,1500000,3300000,4,763,300000,1200000,5400000,700000,0.45454545454545453,6900000
2,1,0,6600000,22900000,16,543,2500000,11000000,26300000,8500000,0.28820960698689957,39800000
2,1,1,3800000,10000000,12,516,2400000,4200000,14200000,5100000,0.38,20800000
0,0,1,2000000,6700000,8,461,4900000,2200000,7200000,2600000,0.29850746268656714,14300000
3,0,1,9100000,18800000,20,308,14500000,10200000,20500000,4800000,0.48404255319148937,45200000
0,0,1,900000,3500000,6,331,2400000,1400000,3500000,1100000,0.2571428571428571,7300000
3,1,0,5000000,13000000,10,459,2900000,3400000,18200000,7200000,0.38461538461538464,24500000
5,1,1,2600000,9300000,16,697,5100000,1200000,7700000,3700000,0.27956989247311825,14000000
1,1,1,4400000,10600000,4,360,6600000,7700000,15100000,5000000,0.41509433962264153,29400000
1,1,1,6000000,20300000,14,845,5000000,7800000,23700000,8700000,0.2955665024630542,36500000
0,0,1,1000000,3200000,10,854,2600000,800000,2900000,1200000,0.3125,6300000
3,1,1,2900000,7000000,4,806,5700000,5600000,5900000,3000000,0.4142857142857143,17200000
3,0,1,3200000,9900000,10,316,9100000,5500000,8800000,3600000,0.32323232323232326,23400000
2,0,0,1100000,2500000,20,615,2800000,1700000,2300000,1300000,0.44,6800000
3,1,1,3000000,11400000,10,424,1800000,4200000,10900000,1500000,0.2631578947368421,16900000
3,1,0,5700000,19400000,2,335,7400000,10600000,20600000,7100000,0.29381443298969073,38600000
0,1,0,6600000,20300000,6,549,10800000,900000,23100000,9800000,0.3251231527093596,34800000
1,1,0,6400000,14100000,20,553,11700000,4500000,20000000,3600000,0.45390070921985815,36200000
5,0,1,6200000,12800000,2,539,5600000,9800000,22300000,4800000,0.484375,37700000
1,1,1,3200000,9300000,20,741,3800000,3500000,6900000,2300000,0.34408602150537637,14200000
3,1,1,8100000,29300000,2,413,8100000,15100000,25500000,6400000,0.2764505119453925,48700000
1,1,0,6300000,23900000,4,742,1500000,7100000,21800000,4300000,0.26359832635983266,30400000
0,0,0,6500000,16200000,4,812,17200000,10700000,20200000,6200000,0.4012345679012346,48100000
4,1,0,4900000,11400000,8,470,12000000,7500000,14700000,4800000,0.4298245614035088,34200000
1,0,0,4900000,18100000,8,382,13600000,400000,15500000,2400000,0.27071823204419887,29500000
4,1,0,6000000,14900000,2,321,6900000,7700000,18000000,6500000,0.40268456375838924,32600000
4,0,1,5400000,11500000,20,705,14600000,3800000,13500000,6100000,0.46956521739130436,31900000
2,0,0,3300000,7900000,20,829,4800000,2100000,13200000,2600000,0.4177215189873418,20100000
1,1,0,7400000,19800000,18,458,12600000,6200000,27700000,4000000,0.37373737373737376,46500000
1,0,0,4600000,16700000,16,407,13000000,6000000,9800000,2800000,0.2754491017964072,28800000
1,0,0,6300000,19000000,20,673,14600000,8100000,16000000,4200000,0.33157894736842103,38700000
0,0,0,2500000,7800000,8,437,5800000,0,5800000,3300000,0.32051282051282054,11600000
0,1,0,9900000,27000000,16,566,3500000,17300000,36900000,11500000,0.36666666666666664,57700000
2,1,0,5000000,14700000,12,837,2200000,7200000,11700000,4800000,0.3401360544217687,21100000
4,0,0,900000,2700000,20,327,400000,1200000,2200000,1200000,0.3333333333333333,3800000
0,1,0,9500000,35300000,6,605,10000000,12700000,31100000,7000000,0.26912181303116145,53800000
1,0,0,9400000,26700000,10,343,7600000,2500000,28600000,13200000,0.352059925093633,38700000
4,0,0,5900000,16800000,8,481,6900000,11400000,19500000,3300000,0.35119047619047616,37800000
2,0,0,2800000,11000000,16,525,8200000,1800000,5800000,2400000,0.2545454545454545,15800000
5,0,1,7300000,19600000,10,373,10400000,4700000,19500000,10600000,0.37244897959183676,34600000
2,0,0,2900000,10200000,4,789,1200000,4100000,6100000,3600000,0.28431372549019607,11400000
1,1,0,5400000,19400000,8,800,800000,6100000,19500000,3000000,0.27835051546391754,26400000
4,1,0,5700000,13300000,2,333,9400000,3000000,11800000,8200000,0.42857142857142855,24200000
2,1,0,7100000,27000000,10,430,20700000,8300000,24500000,4200000,0.26296296296296295,53500000
4,1,1,8600000,26800000,12,802,7400000,2800000,32100000,11700000,0.3208955223880597,42300000
1,0,1,8000000,24600000,12,649,10800000,1600000,21800000,9200000,0.3252032520325203,34200000
5,1,0,8300000,23100000,4,459,5500000,14300000,28400000,5500000,0.3593073593073593,48200000
4,1,1,9300000,24600000,16,419,18100000,0,26700000,5100000,0.3780487804878049,44800000
3,0,0,8300000,17200000,8,870,4700000,8800000,18300000,10000000,0.48255813953488375,31800000
0,0,1,400000,900000,2,855,-100000,500000,1300000,400000,0.4444444444444444,1700000
2,0,0,7100000,16500000,14,857,3700000,10700000,18500000,8200000,0.4303030303030303,32900000
2,1,1,7500000,17900000,20,734,9100000,5500000,23000000,4900000,0.41899441340782123,37600000
5,0,1,9700000,24700000,18,648,15100000,600000,25200000,6800000,0.39271255060728744,40900000
1,0,0,2700000,8100000,16,691,2000000,3600000,8100000,2100000,0.3333333333333333,13700000
3,0,1,3200000,8600000,2,427,3900000,1800000,7100000,4700000,0.37209302325581395,12800000
1,0,1,1000000,3000000,10,813,2900000,500000,3300000,800000,0.3333333333333333,6700000
0,0,0,8800000,32900000,18,576,1300000,8700000,32600000,5600000,0.2674772036474164,42600000
2,1,0,3500000,14000000,2,355,8700000,1600000,11800000,2900000,0.25,22100000
1,1,0,1000000,3600000,4,546,2500000,0,2600000,500000,0.2777777777777778,5100000
4,0,0,1200000,2600000,8,872,1600000,2100000,2700000,900000,0.46153846153846156,6400000
4,0,0,6900000,20800000,4,839,2600000,2400000,16100000,7400000,0.3317307692307692,21100000
3,0,1,6700000,13400000,14,782,4900000,4000000,25800000,9600000,0.5,34700000
0,1,0,2400000,5000000,14,580,5900000,4400000,5500000,3200000,0.48,15800000
0,0,1,800000,2100000,6,760,300000,100000,1600000,600000,0.38095238095238093,2000000
1,1,1,3500000,7400000,16,867,500000,6600000,9500000,2100000,0.47297297297297297,16600000
4,0,1,7000000,27100000,12,881,8300000,9400000,17200000,9500000,0.25830258302583026,34900000
2,1,0,2500000,8600000,8,835,2500000,4000000,7700000,1300000,0.29069767441860467,14200000
5,1,0,6700000,24500000,12,818,1200000,5600000,16300000,6200000,0.27346938775510204,23100000
5,1,0,3100000,12300000,18,805,4900000,1900000,6100000,2800000,0.25203252032520324,12900000
4,1,1,7600000,23800000,16,896,3700000,4500000,15400000,6400000,0.31932773109243695,23600000
0,0,0,3000000,11300000,16,478,5600000,2000000,9800000,2000000,0.26548672566371684,17400000
2,0,0,3200000,12600000,18,796,6200000,3500000,9600000,2000000,0.25396825396825395,19300000
1,0,0,2900000,11100000,20,478,4200000,2900000,8500000,3000000,0.26126126126126126,15600000
5,0,1,4500000,17100000,2,639,10600000,7500000,12000000,6500000,0.2631578947368421,30100000
4,1,0,3900000,10600000,20,544,4100000,3100000,10900000,4900000,0.36792452830188677,18100000
2,1,0,3300000,6600000,6,331,6300000,2000000,8900000,2700000,0.5,17200000
0,0,0,6600000,20100000,16,397,19200000,7000000,17200000,8400000,0.3283582089552239,43400000
5,0,0,1400000,3400000,6,697,2000000,500000,4600000,1600000,0.4117647058823529,7100000
0,0,0,4400000,14700000,16,638,4000000,2700000,14400000,2700000,0.29931972789115646,21100000
5,0,0,4100000,10200000,12,431,6200000,2200000,13700000,4300000,0.4019607843137255,22100000
2,1,0,8500000,29400000,12,576,17600000,5600000,25200000,9000000,0.2891156462585034,48400000
5,1,0,3700000,11700000,4,413,8400000,5500000,12000000,2700000,0.3162393162393162,25900000
5,0,1,2700000,10400000,2,723,2800000,700000,10300000,1400000,0.25961538461538464,13800000
4,1,1,1100000,2900000,4,554,2800000,1000000,4100000,1600000,0.3793103448275862,7900000
2,1,1,3800000,7600000,20,788,1700000,5200000,9200000,5600000,0.5,16100000
2,1,1,8500000,30900000,6,664,5700000,9900000,19800000,7400000,0.2750809061488673,35400000
1,0,0,4400000,10800000,12,674,9600000,2700000,17200000,5300000,0.4074074074074074,29500000
1,1,1,4600000,10900000,12,463,1200000,1200000,10900000,6600000,0.42201834862385323,13300000
1,0,0,5200000,15000000,12,794,3200000,7200000,16500000,5100000,0.3466666666666667,26900000
0,1,0,9500000,24400000,14,769,14400000,2400000,30800000,14200000,0.38934426229508196,47600000
0,0,0,6100000,23600000,20,856,3300000,5200000,17700000,6400000,0.2584745762711864,26200000
5,1,0,6400000,22300000,12,776,500000,9100000,24100000,5800000,0.28699551569506726,33700000
3,1,1,7500000,21600000,14,678,8800000,12100000,20100000,11200000,0.3472222222222222,41000000
0,1,1,2100000,8300000,20,765,-100000,3600000,7700000,2100000,0.25301204819277107,11200000
3,0,1,8900000,35400000,14,404,22300000,7700000,26400000,5900000,0.2514124293785311,56400000
5,0,1,9600000,20600000,6,456,17300000,11000000,21700000,11600000,0.46601941747572817,50000000
4,1,1,6800000,20000000,12,679,20200000,10900000,26900000,6600000,0.34,58000000
1,0,1,7100000,20800000,20,437,9600000,7300000,24700000,8800000,0.34134615384615385,41600000
5,0,1,6700000,20200000,8,406,6900000,4900000,15300000,7100000,0.3316831683168317,27100000
2,1,0,1400000,2900000,12,490,600000,1600000,5500000,1300000,0.4827586206896552,7700000
0,1,0,300000,500000,18,376,300000,0,800000,300000,0.6,1100000
2,1,0,4300000,10600000,18,431,2100000,1500000,9300000,5200000,0.4056603773584906,12900000
0,1,0,7500000,18200000,6,782,7400000,12000000,19800000,4100000,0.41208791208791207,39200000
4,0,1,5900000,19600000,8,726,17400000,6800000,20100000,8000000,0.3010204081632653,44300000
4,0,1,4800000,9900000,14,779,5200000,9300000,18600000,2900000,0.48484848484848486,33100000
5,0,0,5900000,13800000,14,397,12400000,600000,20400000,3000000,0.427536231884058,33400000
2,0,0,9600000,29900000,12,778,2400000,17600000,22700000,8000000,0.3210702341137124,42700000
5,1,0,2700000,8200000,2,848,7000000,1000000,6200000,1500000,0.32926829268292684,14200000
3,1,1,4100000,10900000,8,548,8800000,5200000,13200000,4300000,0.3761467889908257,27200000
1,0,0,3200000,8800000,4,405,1000000,2600000,10700000,3400000,0.36363636363636365,14300000
3,1,0,2200000,6400000,20,667,6300000,3900000,8300000,2900000,0.34375,18500000
4,1,1,8500000,28900000,20,455,15200000,5800000,22500000,9400000,0.29411764705882354,43500000
2,1,1,1300000,4900000,8,582,2100000,1800000,3400000,1700000,0.2653061224489796,7300000
3,0,1,3400000,8500000,6,584,4200000,4700000,6800000,3700000,0.4,15700000
0,0,1,5900000,15100000,10,794,6000000,4300000,14900000,5400000,0.39072847682119205,25200000
0,0,0,7100000,15900000,14,746,9500000,3900000,23500000,8000000,0.44654088050314467,36900000
2,1,1,1600000,6400000,4,787,1000000,300000,5500000,1100000,0.25,6800000
5,0,1,9900000,31800000,18,817,23400000,700000,32600000,11500000,0.3113207547169811,56700000
1,1,1,9200000,31500000,18,698,5300000,6100000,20400000,8300000,0.2920634920634921,31800000
3,1,1,6200000,14600000,2,664,18300000,8400000,16800000,6600000,0.4246575342465753,43500000
3,1,1,4200000,9700000,2,396,700000,8200000,8600000,4300000,0.4329896907216495,17500000
4,1,0,1000000,3800000,2,611,1700000,1800000,2500000,600000,0.2631578947368421,6000000
0,1,0,9000000,28400000,4,612,0,7200000,26900000,13200000,0.31690140845070425,34100000
2,0,1,8600000,28800000,8,890,23300000,5900000,21200000,7200000,0.2986111111111111,50400000
0,1,1,8200000,19100000,2,764,22900000,8900000,20500000,4000000,0.4293193717277487,52300000
0,1,1,800000,2400000,4,518,500000,800000,2800000,500000,0.3333333333333333,4100000
3,0,1,5300000,16900000,2,350,15800000,3100000,14300000,6800000,0.3136094674556213,33200000
4,0,0,6300000,17600000,6,612,16000000,3300000,23500000,3200000,0.35795454545454547,42800000
1,0,1,800000,2500000,4,409,1300000,1000000,3100000,900000,0.32,5400000
0,1,1,2000000,6000000,14,393,1500000,1400000,5900000,2900000,0.3333333333333333,8800000
4,0,1,2600000,6200000,14,421,2500000,2200000,8900000,3400000,0.41935483870967744,13600000
4,0,0,2800000,6100000,18,415,2200000,4200000,8400000,2000000,0.45901639344262296,14800000
3,0,1,8900000,19300000,12,767,12000000,2200000,24700000,7700000,0.46113989637305697,38900000
5,0,1,4400000,11700000,20,590,900000,2700000,15500000,2300000,0.37606837606837606,19100000
3,1,1,5500000,19300000,10,344,14400000,1300000,12400000,6600000,0.2849740932642487,28100000
4,0,0,5500000,18600000,12,569,13500000,6200000,19700000,7300000,0.2956989247311828,39400000
4,1,0,5400000,12600000,18,786,300000,2500000,21000000,6600000,0.42857142857142855,23800000
4,1,1,1500000,4600000,6,524,3700000,2000000,5000000,1400000,0.32608695652173914,10700000
1,0,0,9800000,26900000,18,792,15900000,14100000,25200000,11900000,0.3643122676579926,55200000
0,1,0,1300000,3400000,10,464,1200000,200000,3500000,1400000,0.38235294117647056,4900000
5,1,0,1800000,7000000,18,466,2600000,2100000,6000000,1900000,0.2571428571428571,10700000
4,1,1,400000,900000,20,771,1000000,500000,1600000,500000,0.4444444444444444,3100000
5,0,1,3200000,7600000,4,489,5000000,2900000,10600000,1900000,0.42105263157894735,18500000
4,0,1,9100000,28400000,12,808,25800000,11800000,19300000,9700000,0.3204225352112676,56900000
1,0,1,7000000,20300000,18,726,11600000,13100000,17100000,9000000,0.3448275862068966,41800000
3,0,1,5400000,14400000,8,677,11000000,7900000,20800000,3100000,0.375,39700000
5,0,0,1100000,4000000,16,498,400000,100000,2300000,700000,0.275,2800000
3,0,1,3600000,10700000,16,312,2300000,1600000,13100000,5200000,0.3364485981308411,17000000
0,0,0,5700000,17200000,8,386,4200000,7100000,14400000,2900000,0.3313953488372093,25700000
0,0,1,600000,2300000,4,319,1600000,800000,2300000,700000,0.2608695652173913,4700000
4,1,1,5300000,10700000,12,700,15800000,1900000,20500000,2900000,0.4953271028037383,38200000
2,0,0,1800000,5300000,6,826,4500000,700000,6500000,1300000,0.33962264150943394,11700000
5,0,1,800000,1800000,8,881,300000,1100000,2600000,400000,0.4444444444444444,4000000
1,1,1,4700000,16000000,14,406,4000000,5300000,14300000,3300000,0.29375,23600000
4,1,0,700000,2100000,14,619,1900000,700000,2400000,1000000,0.3333333333333333,5000000
1,0,0,1600000,6300000,2,721,3000000,600000,5200000,900000,0.25396825396825395,8800000
1,0,1,5000000,12500000,20,604,4100000,100000,12200000,7400000,0.4,16400000
5,1,0,4600000,11500000,16,668,6500000,3100000,10200000,5500000,0.4,19800000
0,1,1,2000000,4600000,16,651,2100000,2400000,7200000,1600000,0.43478260869565216,11700000
3,0,0,6600000,22100000,4,455,3800000,3000000,25100000,7400000,0.2986425339366516,31900000
4,1,0,7900000,25700000,18,589,4300000,300000,25300000,9800000,0.30739299610894943,29900000
5,0,0,900000,3200000,10,803,1600000,1700000,2300000,800000,0.28125,5600000
5,1,0,4300000,14500000,12,302,12500000,4300000,12500000,5100000,0.296551724137931,29300000
0,1,1,2200000,8000000,14,335,2800000,3700000,6900000,2900000,0.275,13400000
2,0,1,900000,2500000,16,458,-100000,100000,3200000,1100000,0.36,3200000
0,1,0,9500000,24800000,2,564,17400000,16000000,19600000,12000000,0.38306451612903225,53000000
0,0,0,9400000,33000000,4,616,15400000,5000000,25100000,7800000,0.28484848484848485,45500000
5,1,1,600000,1200000,8,343,100000,700000,1600000,600000,0.5,2400000
3,1,1,4900000,12700000,8,409,2000000,2500000,19300000,4700000,0.3858267716535433,23800000
4,1,0,2000000,4700000,18,733,3700000,3700000,7000000,2800000,0.425531914893617,14400000
0,1,1,1800000,3900000,2,764,2200000,700000,3500000,1200000,0.46153846153846156,6400000
3,0,0,6400000,24100000,12,571,19000000,11500000,13200000,7500000,0.26556016597510373,43700000
4,1,0,3300000,9700000,14,782,2500000,0,10400000,2200000,0.3402061855670103,12900000
1,1,0,7800000,24900000,6,500,15300000,10000000,16500000,4500000,0.3132530120481928,41800000
5,1,0,6200000,16400000,6,360,900000,7200000,22400000,6300000,0.3780487804878049,30500000
3,1,1,8900000,20900000,6,859,9600000,16500000,29300000,11100000,0.4258373205741627,55400000
2,1,0,1400000,3100000,4,881,3700000,400000,5000000,1100000,0.45161290322580644,9100000
2,0,1,1900000,6500000,16,887,2000000,1200000,4500000,1700000,0.2923076923076923,7700000
4,0,1,4700000,12000000,2,416,5800000,8200000,13000000,6800000,0.39166666666666666,27000000
4,0,0,2300000,5400000,16,490,6200000,3700000,5500000,2100000,0.42592592592592593,15400000
2,0,0,8200000,27200000,10,425,11400000,4900000,29300000,4500000,0.3014705882352941,45600000
5,1,1,6800000,19000000,8,865,9500000,7200000,25000000,6300000,0.35789473684210527,41700000
0,0,1,4700000,17700000,16,887,1300000,4900000,13200000,6700000,0.2655367231638418,19400000
0,1,1,5500000,15300000,4,859,4600000,9500000,21400000,2900000,0.35947712418300654,35500000
3,0,1,8600000,30300000,14,459,12000000,4100000,23800000,9100000,0.2838283828382838,39900000
1,1,1,8900000,22900000,4,757,8200000,11600000,17800000,7800000,0.388646288209607,37600000
5,1,0,2400000,7500000,12,357,2600000,2900000,6100000,1300000,0.32,11600000
3,1,1,8000000,25600000,6,337,8800000,500000,18900000,9800000,0.3125,28200000
1,0,0,1800000,6500000,6,540,2500000,3200000,5000000,1100000,0.27692307692307694,10700000
0,1,0,4300000,17000000,8,619,4100000,6600000,17100000,3900000,0.2529411764705882,27800000
5,1,0,400000,800000,18,304,900000,500000,1400000,400000,0.5,2800000
4,1,1,4300000,11400000,2,560,10000000,3900000,8900000,3300000,0.37719298245614036,22800000
4,1,0,6000000,18700000,2,623,4300000,4000000,19100000,5700000,0.32085561497326204,27400000
2,0,0,2000000,6200000,16,696,4100000,600000,5400000,1300000,0.3225806451612903,10100000
4,1,1,7000000,19800000,16,682,9300000,5300000,14500000,7300000,0.35353535353535354,29100000
3,1,0,4100000,14100000,10,300,7600000,2100000,8400000,2200000,0.2907801418439716,18100000
3,1,1,7600000,29300000,8,843,21500000,3000000,22800000,11200000,0.2593856655290102,47300000
5,0,1,1000000,2300000,12,317,2800000,500000,3300000,800000,0.43478260869565216,6600000
3,1,0,7600000,19100000,14,762,14800000,15000000,23500000,7300000,0.39790575916230364,53300000
2,0,1,5500000,21700000,2,309,11800000,1000000,21600000,7600000,0.2534562211981567,34400000
0,0,0,3200000,6300000,6,878,6700000,5200000,8100000,3600000,0.5079365079365079,20000000
5,1,1,5400000,16700000,2,354,1100000,4500000,19300000,5200000,0.32335329341317365,24900000
4,0,1,500000,1200000,4,627,0,500000,1800000,700000,0.4166666666666667,2300000
5,0,0,9400000,25800000,14,625,28200000,15400000,30800000,11100000,0.3643410852713178,74400000
0,0,0,3000000,9600000,12,620,7900000,0,8600000,3600000,0.3125,16500000
0,0,1,2500000,5800000,18,494,5100000,4400000,8500000,2300000,0.43103448275862066,18000000
2,1,1,2100000,4600000,4,348,5400000,0,7400000,1400000,0.45652173913043476,12800000
1,0,1,4000000,10900000,14,598,3600000,6600000,13600000,4400000,0.3669724770642202,23800000
0,1,1,2500000,8800000,14,389,7300000,1400000,8500000,3600000,0.2840909090909091,17200000
0,0,0,700000,1900000,18,572,1400000,1000000,2000000,300000,0.3684210526315789,4400000
2,1,0,3700000,13500000,4,820,4700000,1600000,14000000,5300000,0.2740740740740741,20300000
1,1,0,8900000,20000000,2,653,12700000,600000,17800000,9900000,0.445,31100000
2,1,0,8700000,22700000,4,365,8200000,14800000,30200000,7200000,0.3832599118942731,53200000
5,1,0,600000,2000000,20,811,300000,400000,1900000,600000,0.3,2600000
5,0,1,6900000,19400000,6,801,10100000,9400000,17000000,5500000,0.3556701030927835,36500000
5,0,0,4000000,9400000,4,723,200000,0,12100000,2000000,0.425531914893617,12300000
0,1,0,1700000,5700000,12,422,3400000,1100000,6500000,900000,0.2982456140350877,11000000
5,1,0,9500000,30700000,10,823,16300000,3700000,30300000,13100000,0.30944625407166126,50300000
1,0,0,7400000,17900000,6,460,2600000,1300000,25900000,5000000,0.4134078212290503,29800000
2,1,0,4400000,14200000,18,799,6300000,7800000,10800000,2400000,0.30985915492957744,24900000
2,1,0,5500000,20400000,12,887,8800000,9400000,12300000,3300000,0.2696078431372549,30500000
1,0,0,4700000,11700000,6,308,11800000,1100000,15100000,3700000,0.4017094017094017,28000000
2,1,0,3200000,10500000,12,502,4300000,1500000,10000000,4500000,0.3047619047619048,15800000
5,0,1,7000000,26200000,12,896,13100000,6600000,23600000,5700000,0.26717557251908397,43300000
0,1,1,6900000,21300000,18,845,17400000,5600000,21400000,6600000,0.323943661971831,44400000
0,0,1,2300000,6000000,8,690,5500000,2900000,6000000,2000000,0.38333333333333336,14400000
3,1,0,5600000,21000000,12,609,8800000,11000000,15800000,4900000,0.26666666666666666,35600000
3,0,0,5100000,13300000,4,589,11200000,2700000,20200000,6100000,0.38345864661654133,34100000
2,0,0,2700000,10300000,10,736,1000000,0,6200000,3300000,0.2621359223300971,7200000
5,1,1,2700000,6800000,6,461,4500000,2000000,8200000,1700000,0.39705882352941174,14700000
2,1,0,6600000,15000000,16,401,13600000,6600000,23500000,3300000,0.44,43700000
2,1,1,3800000,14500000,16,567,2400000,2600000,10500000,3000000,0.2620689655172414,15500000
5,1,0,6300000,20100000,12,774,15600000,11800000,16200000,5800000,0.31343283582089554,43600000
0,0,1,5600000,19300000,6,407,3400000,3600000,14200000,8400000,0.29015544041450775,21200000
4,1,1,5000000,18100000,12,424,5200000,2000000,14500000,6100000,0.27624309392265195,21700000
4,1,0,7200000,17700000,6,338,9900000,9300000,27800000,7200000,0.4067796610169492,47000000
1,1,0,1400000,4400000,14,787,1600000,1200000,4200000,800000,0.3181818181818182,7000000
5,1,1,3400000,9400000,16,535,3100000,5600000,12900000,3200000,0.3617021276595745,21600000
3,0,1,9000000,19800000,20,348,8600000,9200000,25300000,6000000,0.45454545454545453,43100000
0,0,1,3300000,9700000,14,356,9800000,4800000,9400000,1900000,0.3402061855670103,24000000
